"ID1","TrainClase1","TrainClase2","TrainClase3","TrainGlobal","TestClase1","TestClase2","TestClase3","TestGlobal","Modelo","Nombre"
"Repeat001",91.43,88.6234,78.4586,87.7056,90.1064,86.9888,71.6042,85.28,"Quadratic Discriminant Analysis","QDA 1"
"Repeat002",92.0496,88.862,78.766,88.0656,90.119,87.0002,72.2818,85.3934,"Quadratic Discriminant Analysis","QDA 1"
"Repeat003",91.7858,88.719,78.763,87.9118,89.7872,86.4342,71.0338,84.781,"Quadratic Discriminant Analysis","QDA 1"
"Repeat004",91.4304,88.8616,79.068,87.9368,89.7556,86.7894,71.7112,85.0722,"Quadratic Discriminant Analysis","QDA 1"
"Repeat005",91.696,88.6716,79.6718,88.015,89.762,87.5694,73.583,85.8112,"Quadratic Discriminant Analysis","QDA 1"
"Repeat006",91.6072,88.7194,78.6134,87.8346,90.1064,87.7746,76.435,86.5274,"Quadratic Discriminant Analysis","QDA 1"
"Repeat007",91.6966,88.5756,79.3674,87.912,89.0666,88.1466,72.8876,85.808,"Quadratic Discriminant Analysis","QDA 1"
"Repeat008",91.52,88.576,78.9118,87.783,89.4174,87.3828,73.4044,85.6054,"Quadratic Discriminant Analysis","QDA 1"
"Repeat009",91.5192,89.0536,78.3102,87.9372,89.054,86.8004,72.9412,85.0808,"Quadratic Discriminant Analysis","QDA 1"
"Repeat010",91.6962,88.6704,78.617,87.8338,89.7556,87.172,71.7114,85.272,"Quadratic Discriminant Analysis","QDA 1"
"Repeat011",91.8724,88.3362,78.3176,87.6542,90.075,87.7692,76.4528,86.518,"Quadratic Discriminant Analysis","QDA 1"
"Repeat012",91.5184,88.3374,79.2172,87.7066,90.094,87.9524,72.9768,86.0158,"Quadratic Discriminant Analysis","QDA 1"
"Repeat013",91.7838,88.289,78.6124,87.6546,90.094,87.7582,72.2638,85.802,"Quadratic Discriminant Analysis","QDA 1"
"Repeat014",91.6938,88.4798,79.0644,87.808,90.0626,87.5622,71.6756,85.5812,"Quadratic Discriminant Analysis","QDA 1"
"Repeat015",91.3448,88.4792,78.0088,87.526,90.1442,86.9912,71.6934,85.292,"Quadratic Discriminant Analysis","QDA 1"
"Repeat016",91.8718,88.528,79.0658,87.8862,90.4512,86.4194,71.6934,85.0776,"Quadratic Discriminant Analysis","QDA 1"
"Repeat017",91.4322,88.48,78.4644,87.6288,89.7746,88.1482,71.0694,85.705,"Quadratic Discriminant Analysis","QDA 1"
"Repeat018",91.6068,88.814,78.7718,87.9112,90.0876,87.9468,74.1354,86.2052,"Quadratic Discriminant Analysis","QDA 1"
"Repeat019",91.3432,88.528,79.5146,87.8086,89.7366,87.1978,69.8398,84.9766,"Quadratic Discriminant Analysis","QDA 1"
"Repeat020",91.7838,88.8148,78.7652,87.9628,90.0818,86.9908,72.2638,85.38,"Quadratic Discriminant Analysis","QDA 1"
"Repeat021",91.342,88.4316,80.1186,87.8598,89.3672,87.958,72.8698,85.797,"Quadratic Discriminant Analysis","QDA 1"
"Repeat022",91.6076,88.5276,79.0622,87.8082,89.392,87.9524,72.2814,85.697,"Quadratic Discriminant Analysis","QDA 1"
"Repeat023",91.4304,88.6228,79.3654,87.8594,89.7432,87.5662,69.2336,85.0756,"Quadratic Discriminant Analysis","QDA 1"
"Repeat024",91.6952,88.7676,78.9156,87.9374,90.0812,87.965,70.499,85.5984,"Quadratic Discriminant Analysis","QDA 1"
"Repeat025",91.873,88.5282,78.3128,87.7576,89.4108,87.958,73.476,85.9132,"Quadratic Discriminant Analysis","QDA 1"
"Repeat026",91.4308,88.6232,79.2186,87.834,89.7492,87.5788,70.4634,85.2932,"Quadratic Discriminant Analysis","QDA 1"
"Repeat027",91.5196,88.4326,78.461,87.629,89.7492,87.2016,74.0286,85.7056,"Quadratic Discriminant Analysis","QDA 1"
"Repeat028",91.4314,88.3838,79.0692,87.6794,90.1126,86.989,73.5294,85.5884,"Quadratic Discriminant Analysis","QDA 1"
"Repeat029",91.6962,88.575,78.7604,87.8082,89.7368,86.9998,72.8164,85.3852,"Quadratic Discriminant Analysis","QDA 1"
"Repeat030",91.3422,88.576,78.1624,87.6036,89.386,87.381,74.7058,85.8076,"Quadratic Discriminant Analysis","QDA 1"
"Repeat031",91.6952,88.8148,79.37,88.0398,90.0814,86.6152,71.1052,84.9738,"Quadratic Discriminant Analysis","QDA 1"
"Repeat032",91.3426,88.7666,79.2162,87.8858,89.4174,87.1722,72.9056,85.3872,"Quadratic Discriminant Analysis","QDA 1"
"Repeat033",91.7846,88.1926,78.4632,87.5772,90.1002,88.9048,70.5168,86.112,"Quadratic Discriminant Analysis","QDA 1"
"Repeat034",91.7842,88.5268,79.0704,87.8602,89.0664,87.566,71.747,85.2906,"Quadratic Discriminant Analysis","QDA 1"
"Repeat035",91.7836,88.575,79.3676,87.9366,90.1004,87.1758,72.8878,85.5854,"Quadratic Discriminant Analysis","QDA 1"
"Repeat036",91.6974,89.0532,78.7614,88.0656,89.4108,86.8022,73.4582,85.281,"Quadratic Discriminant Analysis","QDA 1"
"Repeat037",91.6072,88.4808,78.6172,87.7062,90.1002,87.394,73.4936,85.805,"Quadratic Discriminant Analysis","QDA 1"
"Repeat038",91.6068,88.4798,79.0658,87.7826,90.4448,87.5714,74.0464,86.1008,"Quadratic Discriminant Analysis","QDA 1"
"Repeat039",91.519,88.623,79.3698,87.8858,90.1126,88.3298,71.141,85.9032,"Quadratic Discriminant Analysis","QDA 1"
"Repeat040",91.6964,88.575,78.7674,87.8082,90.138,87.5626,72.977,85.8072,"Quadratic Discriminant Analysis","QDA 1"
"Repeat041",91.6966,88.6234,79.216,87.9116,90.1192,86.434,71.0874,84.8814,"Quadratic Discriminant Analysis","QDA 1"
"Repeat042",91.4298,88.4314,79.0702,87.7056,89.7308,87.5678,70.5528,85.2856,"Quadratic Discriminant Analysis","QDA 1"
"Repeat043",91.7846,88.3838,78.9154,87.7566,89.3984,87.1812,71.1232,85.083,"Quadratic Discriminant Analysis","QDA 1"
"Repeat044",91.608,88.9582,79.2148,88.0658,90.4572,87.3866,72.264,85.6994,"Quadratic Discriminant Analysis","QDA 1"
"Repeat045",91.6072,88.6224,78.7638,87.8078,89.4108,87.5734,70.3744,85.1854,"Quadratic Discriminant Analysis","QDA 1"
"Repeat046",91.5188,88.958,78.6102,87.9372,89.743,87.3738,72.2992,85.4926,"Quadratic Discriminant Analysis","QDA 1"
"Repeat047",91.7836,88.6232,78.7638,87.8596,89.0476,88.1484,71.0694,85.4924,"Quadratic Discriminant Analysis","QDA 1"
"Repeat048",91.7842,88.193,78.61,87.6024,89.7556,87.9414,72.2996,85.7996,"Quadratic Discriminant Analysis","QDA 1"
"Repeat049",91.3418,88.4798,79.3674,87.7568,90.4386,87.575,71.123,85.597,"Quadratic Discriminant Analysis","QDA 1"
"Repeat050",91.8702,88.6708,78.4622,87.8596,89.6992,87.1888,72.8876,85.4888,"Quadratic Discriminant Analysis","QDA 1"
"Repeat051",91.5186,88.3366,78.4642,87.5768,89.7242,87.579,71.6756,85.4866,"Quadratic Discriminant Analysis","QDA 1"
"Repeat052",91.6062,88.5748,79.5146,87.9106,89.7244,87.381,69.8218,85.0678,"Quadratic Discriminant Analysis","QDA 1"
"Repeat053",91.5194,88.5752,78.7604,87.7566,90.4638,87.3774,72.9056,85.804,"Quadratic Discriminant Analysis","QDA 1"
"Repeat054",91.5196,88.6232,78.4584,87.7316,89.768,87.383,71.0338,85.2914,"Quadratic Discriminant Analysis","QDA 1"
"Repeat055",91.8742,88.5758,78.9132,87.886,89.0854,87.0038,68.6988,84.4796,"Quadratic Discriminant Analysis","QDA 1"
"Repeat056",91.6076,88.528,79.5178,87.8862,90.1004,86.806,68.1104,84.5704,"Quadratic Discriminant Analysis","QDA 1"
"Repeat057",91.6074,88.5762,78.912,87.8084,90.8082,87.5732,72.852,85.997,"Quadratic Discriminant Analysis","QDA 1"
"Repeat058",91.6082,88.8624,79.0612,87.9886,89.4174,87.1978,70.4634,84.9854,"Quadratic Discriminant Analysis","QDA 1"
"Repeat059",91.6068,88.2898,78.6124,87.6032,89.386,87.575,73.4934,85.7024,"Quadratic Discriminant Analysis","QDA 1"
"Repeat060",91.5194,88.7188,78.3096,87.7568,89.386,87.1814,74.0464,85.585,"Quadratic Discriminant Analysis","QDA 1"
"Repeat061",91.5196,88.718,78.4644,87.7824,89.4112,86.8022,71.0516,84.8766,"Quadratic Discriminant Analysis","QDA 1"
"Repeat062",91.342,88.7192,78.1622,87.6804,90.0814,87.0056,73.4762,85.5994,"Quadratic Discriminant Analysis","QDA 1"
"Repeat063",91.4306,88.385,79.0668,87.68,89.7618,88.1484,72.87,86.0088,"Quadratic Discriminant Analysis","QDA 1"
"Repeat064",91.697,88.671,78.4664,87.8088,88.0074,87.0058,72.2996,84.7922,"Quadratic Discriminant Analysis","QDA 1"
"Repeat065",91.6088,88.4316,78.4654,87.6548,90.4636,88.3298,71.7292,86.1172,"Quadratic Discriminant Analysis","QDA 1"
"Repeat066",91.4306,88.3848,79.2162,87.706,89.7492,87.383,72.2462,85.4952,"Quadratic Discriminant Analysis","QDA 1"
"Repeat067",91.6976,88.6714,79.3622,87.9634,90.827,86.9944,69.2334,85.0772,"Quadratic Discriminant Analysis","QDA 1"
"Repeat068",91.8732,88.3846,79.0668,87.809,90.1254,87.9544,70.5168,85.6002,"Quadratic Discriminant Analysis","QDA 1"
"Repeat069",91.6056,88.8618,78.7708,87.9374,90.0688,87.5696,72.3708,85.693,"Quadratic Discriminant Analysis","QDA 1"
"Repeat070",91.8716,88.7184,79.0692,87.9884,89.4048,87.9524,72.3172,85.6916,"Quadratic Discriminant Analysis","QDA 1"
"Repeat071",91.6966,88.527,79.6682,87.9372,89.768,87.37,74.6524,85.8986,"Quadratic Discriminant Analysis","QDA 1"
"Repeat072",92.1376,88.5756,78.6122,87.9114,90.1064,87.009,70.428,85.0836,"Quadratic Discriminant Analysis","QDA 1"
"Repeat073",91.5196,88.575,78.4678,87.7058,89.054,87.381,72.2462,85.2906,"Quadratic Discriminant Analysis","QDA 1"
"Repeat074",91.608,88.7672,78.4656,87.8344,90.4574,86.9946,71.6402,85.3872,"Quadratic Discriminant Analysis","QDA 1"
"Repeat075",91.6946,88.9102,78.314,87.911,89.7432,87.1866,72.87,85.4884,"Quadratic Discriminant Analysis","QDA 1"
"Repeat076",91.6072,88.6708,79.074,87.8858,89.743,86.4358,69.3406,84.4768,"Quadratic Discriminant Analysis","QDA 1"
"Repeat077",91.4326,88.4802,77.708,87.5004,89.7682,87.9562,73.4762,86.012,"Quadratic Discriminant Analysis","QDA 1"
"Repeat078",91.7834,88.6238,79.0638,87.9114,89.7432,86.8136,72.2638,85.1878,"Quadratic Discriminant Analysis","QDA 1"
"Repeat079",91.3418,88.9098,78.4664,87.8342,90.1002,87,72.9054,85.4958,"Quadratic Discriminant Analysis","QDA 1"
"Repeat080",91.6086,88.5756,79.0636,87.8342,89.0352,87.9544,72.8702,85.6958,"Quadratic Discriminant Analysis","QDA 1"
"Repeat081",91.518,88.3362,78.6124,87.602,89.7432,86.9892,70.4634,84.9702,"Quadratic Discriminant Analysis","QDA 1"
"Repeat082",91.874,88.5278,78.6124,87.8088,89.7746,87.76,74.7238,86.1138,"Quadratic Discriminant Analysis","QDA 1"
"Repeat083",91.2544,88.4312,78.7688,87.6028,91.1718,86.4102,71.7292,85.287,"Quadratic Discriminant Analysis","QDA 1"
"Repeat084",91.4318,88.576,79.371,87.8352,90.1126,87.0038,72.3352,85.3974,"Quadratic Discriminant Analysis","QDA 1"
"Repeat085",91.52,88.6706,78.1602,87.7052,90.1316,86.9984,72.8876,85.501,"Quadratic Discriminant Analysis","QDA 1"
"Repeat086",91.6954,88.623,79.3678,87.9368,89.3794,87.0056,69.2512,84.67,"Quadratic Discriminant Analysis","QDA 1"
"Repeat087",91.696,88.479,78.7604,87.7558,89.7618,87.5638,72.1926,85.5802,"Quadratic Discriminant Analysis","QDA 1"
"Repeat088",91.4316,88.6232,78.9084,87.7826,89.7618,87.5584,69.8398,85.1776,"Quadratic Discriminant Analysis","QDA 1"
"Repeat089",91.7848,88.2414,79.0644,87.7062,89.7554,87.3772,74.1354,85.8044,"Quadratic Discriminant Analysis","QDA 1"
"Repeat090",91.6956,88.2882,78.7638,87.654,89.7428,87.185,69.3228,84.8756,"Quadratic Discriminant Analysis","QDA 1"
"Repeat091",91.3416,88.3848,79.5158,87.7312,89.7494,87.5716,70.4812,85.288,"Quadratic Discriminant Analysis","QDA 1"
"Repeat092",91.6072,88.4326,78.6158,87.6808,90.1192,87.3886,70.4278,85.2964,"Quadratic Discriminant Analysis","QDA 1"
"Repeat093",91.431,88.2886,78.912,87.6026,90.4574,87.5568,72.8522,85.8858,"Quadratic Discriminant Analysis","QDA 1"
"Repeat094",91.6074,88.5274,78.9156,87.7826,89.7556,87.7618,72.2994,85.6992,"Quadratic Discriminant Analysis","QDA 1"
"Repeat095",91.785,88.4326,78.4622,87.706,89.0664,87.0018,72.2282,85.08,"Quadratic Discriminant Analysis","QDA 1"
"Repeat096",91.6958,88.1448,79.3666,87.6794,90.1,87.5602,72.2816,85.6896,"Quadratic Discriminant Analysis","QDA 1"
"Repeat097",91.697,88.4312,78.9132,87.757,90.8272,88.5184,70.4812,86.1068,"Quadratic Discriminant Analysis","QDA 1"
"Repeat098",91.5218,88.2412,79.8234,87.758,89.43,87.5862,71.7468,85.408,"Quadratic Discriminant Analysis","QDA 1"
"Repeat099",91.2538,88.7666,78.6156,87.757,90.8144,86.6118,70.5528,85.0802,"Quadratic Discriminant Analysis","QDA 1"
"Repeat100",91.6074,88.194,78.3126,87.5006,89.7492,88.15,73.476,86.1138,"Quadratic Discriminant Analysis","QDA 1"
"Repeat001",91.6966,78.3456,84.034,83.2046,90.1252,75.716,84.2782,81.3776,"Quadratic Discriminant Analysis","QDA 2"
"Repeat002",91.8732,78.5844,84.1856,83.41,91.8794,78.0182,82.4954,82.824,"Quadratic Discriminant Analysis","QDA 2"
"Repeat003",91.6074,77.8676,84.9398,83.0758,90.138,76.485,81.8894,81.383,"Quadratic Discriminant Analysis","QDA 2"
"Repeat004",92.1374,77.9626,85.6912,83.4098,91.1716,77.412,83.7434,82.4924,"Quadratic Discriminant Analysis","QDA 2"
"Repeat005",91.8744,78.2518,84.491,83.283,90.1254,76.6668,81.9784,81.4892,"Quadratic Discriminant Analysis","QDA 2"
"Repeat006",91.5206,77.2952,84.0364,82.588,90.4762,77.6392,83.1014,82.315,"Quadratic Discriminant Analysis","QDA 2"
"Repeat007",91.6088,78.1544,85.3956,83.3082,91.1906,77.064,81.925,82.0094,"Quadratic Discriminant Analysis","QDA 2"
"Repeat008",91.6958,77.9172,84.337,83.0258,90.8272,76.4836,82.5134,81.697,"Quadratic Discriminant Analysis","QDA 2"
"Repeat009",91.785,78.2974,84.788,83.333,91.5352,77.6172,82.549,82.5032,"Quadratic Discriminant Analysis","QDA 2"
"Repeat010",92.0494,78.346,84.943,83.4616,90.4572,77.8132,83.1552,82.3982,"Quadratic Discriminant Analysis","QDA 2"
"Repeat011",91.6958,77.3426,83.8868,82.639,91.1404,77.2492,81.9252,82.0982,"Quadratic Discriminant Analysis","QDA 2"
"Repeat012",91.8718,78.0126,84.4896,83.1546,91.4976,78.3864,82.5312,82.9146,"Quadratic Discriminant Analysis","QDA 2"
"Repeat013",91.3406,77.6296,84.1854,82.7416,90.4386,76.4854,83.1372,81.6898,"Quadratic Discriminant Analysis","QDA 2"
"Repeat014",91.5176,77.4844,84.1854,82.715,90.4262,77.4396,84.3314,82.4056,"Quadratic Discriminant Analysis","QDA 2"
"Repeat015",91.7854,78.0592,84.935,83.2308,90.4762,77.4304,83.7074,82.3008,"Quadratic Discriminant Analysis","QDA 2"
"Repeat016",91.6082,77.6758,84.7846,82.9466,91.1526,76.4634,81.9072,81.6696,"Quadratic Discriminant Analysis","QDA 2"
"Repeat017",91.9616,78.0106,84.9396,83.2556,91.178,77.8242,81.925,82.4124,"Quadratic Discriminant Analysis","QDA 2"
"Repeat018",91.5192,77.8186,84.9422,83.0238,90.802,77.4342,83.173,82.2992,"Quadratic Discriminant Analysis","QDA 2"
"Repeat019",91.6066,77.4846,84.6364,82.8176,90.451,77.4396,82.4774,82.092,"Quadratic Discriminant Analysis","QDA 2"
"Repeat020",91.5202,77.7248,84.6412,82.9228,90.4448,76.469,83.7256,81.7812,"Quadratic Discriminant Analysis","QDA 2"
"Repeat021",91.6946,78.6328,83.7334,83.307,90.7832,76.6776,82.5132,81.7826,"Quadratic Discriminant Analysis","QDA 2"
